;Current I 2021-03-18 16:59:38;
;2021-03-18T15:59:38.000Z;
t;I;
t/s;I/A;

69.4 ;-2.02702
69.6 ;-2.02395
69.8 ;-2.02702
70 ;-2.02088
70.2 ;-2.02702
70.4 ;-2.02395
70.6 ;-2.02702
70.8 ;-2.02395
71 ;-2.02702
71.2 ;-2.02395
71.4 ;-2.02702
